representation,x,y,stage,stage_id,subject_id
E2,8.932639122009277,-25.819576263427734,N3,3,SC425
E2,11.758925437927246,-25.142248153686523,N3,3,SC425
E2,12.760614395141602,23.28512954711914,W,0,SC425
E2,12.830249786376953,32.484867095947266,W,0,SC425
E2,-41.08457946777344,3.2501749992370605,REM,4,SC400
E2,-19.754959106445312,-1.0533400774002075,N1,1,SC428
E2,-11.495774269104004,-9.467641830444336,N1,1,SC460
E2,13.724228858947754,-25.047801971435547,N2,2,SC400
E2,8.040994644165039,-7.6796793937683105,N1,1,SC460
E2,5.223018646240234,23.518667221069336,W,0,SC451
E2,9.311315536499023,0.30702635645866394,N3,3,SC461
E2,7.8869123458862305,-1.1479305028915405,N1,1,SC441
E2,-41.88951110839844,6.455312252044678,REM,4,SC460
E2,15.097261428833008,42.822566986083984,W,0,SC461
E2,-23.357860565185547,8.802074432373047,REM,4,SC433
E2,-28.950199127197266,3.5043134689331055,REM,4,SC433
E2,35.4221305847168,-17.71517562866211,N3,3,SC428
E2,37.529022216796875,-21.44194984436035,N3,3,SC400
E2,4.895524978637695,23.261844635009766,W,0,SC441
E2,11.282613754272461,21.198070526123047,W,0,SC400
E2,-37.98920822143555,6.041721820831299,REM,4,SC441
E2,-4.469171524047852,-4.800988674163818,N1,1,SC441
E2,-8.29590129852295,6.513986110687256,N1,1,SC460
E2,13.061722755432129,-3.9359960556030273,N1,1,SC441
E2,3.943826913833618,-19.819156646728516,N2,2,SC441
E2,4.026707649230957,3.1655144691467285,REM,4,SC461
E2,-8.510577201843262,22.306194305419922,N1,1,SC425
E2,28.499971389770508,-13.089208602905273,N3,3,SC461
E2,10.058770179748535,-10.787467956542969,N2,2,SC441
E2,16.31067657470703,-8.937585830688477,N3,3,SC441
E2,29.361923217773438,-23.349483489990234,N3,3,SC400
E2,-33.3206787109375,1.4825961589813232,REM,4,SC451
E2,4.163289546966553,6.145655632019043,N1,1,SC400
E2,7.282900333404541,26.660858154296875,W,0,SC460
E2,10.385846138000488,-23.652782440185547,N2,2,SC441
E2,10.473053932189941,-11.609848976135254,N2,2,SC461
E2,42.089820861816406,-17.831222534179688,N3,3,SC428
E2,11.050846099853516,-3.441277503967285,N3,3,SC460
E2,24.774810791015625,-5.000925540924072,N3,3,SC461
E2,-25.209774017333984,0.4431845545768738,REM,4,SC451
E2,22.811410903930664,-18.320375442504883,N3,3,SC460
E2,-28.87856101989746,-3.4688451290130615,N2,2,SC425
E2,10.600933074951172,21.182676315307617,W,0,SC441
E2,9.353309631347656,-12.51710033416748,N2,2,SC400
E2,-31.68743896484375,-5.575403690338135,REM,4,SC425
E2,-12.743136405944824,-4.274997234344482,N2,2,SC425
E2,8.853373527526855,18.20831871032715,W,0,SC441
E2,-7.773295879364014,-23.16900062561035,N2,2,SC433
E2,16.59851837158203,39.877201080322266,W,0,SC461
E2,-34.949378967285156,11.793725967407227,REM,4,SC451
E2,11.851548194885254,-21.15011978149414,N2,2,SC425
E2,-0.4491596817970276,-13.012174606323242,N2,2,SC460
E2,-27.668601989746094,-1.299635887145996,REM,4,SC425
E2,18.9144229888916,-3.5225322246551514,N2,2,SC461
E2,4.086700439453125,7.6895751953125,N1,1,SC441
E2,-5.8372578620910645,-17.94878387451172,N2,2,SC428
E2,23.572080612182617,-19.703136444091797,N3,3,SC460
E2,-17.212678909301758,-4.114529132843018,N1,1,SC461
E2,11.199546813964844,31.581680297851562,W,0,SC433
E2,-23.454496383666992,10.027523040771484,REM,4,SC433
E2,-7.720826625823975,10.549678802490234,W,0,SC400
E2,18.818374633789062,31.60560417175293,W,0,SC428
E2,15.16820240020752,25.20133399963379,W,0,SC400
E2,14.540827751159668,34.49962615966797,W,0,SC425
E2,-33.245574951171875,-3.5690290927886963,REM,4,SC425
E2,15.534658432006836,-8.208808898925781,N1,1,SC460
E2,-3.228320837020874,-3.9397056102752686,N2,2,SC460
E2,-41.6068115234375,3.8949625492095947,REM,4,SC461
E2,-41.375572204589844,1.9121938943862915,REM,4,SC433
E2,20.4514217376709,-11.654327392578125,N3,3,SC461
E2,-8.35370922088623,-2.963207960128784,N3,3,SC460
E2,14.276159286499023,23.627552032470703,W,0,SC400
E2,31.744691848754883,-5.765347480773926,N3,3,SC428
E2,-20.423250198364258,6.069075107574463,REM,4,SC451
E2,-4.648311614990234,-3.875626564025879,N1,1,SC433
E2,-0.854550302028656,-7.133029460906982,N2,2,SC460
E2,36.18476867675781,-20.070388793945312,N3,3,SC400
E2,11.952552795410156,-26.997819900512695,N3,3,SC425
E2,-1.95796799659729,3.2672324180603027,N2,2,SC460
E2,27.614316940307617,-17.846111297607422,N3,3,SC461
E2,25.91990852355957,-5.804546356201172,N3,3,SC460
E2,30.787912368774414,-21.111013412475586,N3,3,SC400
E2,-35.5364875793457,5.031855583190918,N1,1,SC400
E2,39.41312789916992,-18.649227142333984,N3,3,SC428
E2,13.49785327911377,-13.258366584777832,N2,2,SC441
E2,-33.399662017822266,11.043336868286133,REM,4,SC441
E2,-39.511077880859375,1.6104686260223389,REM,4,SC428
E2,9.304966926574707,-9.80683708190918,N2,2,SC441
E2,-10.383271217346191,9.45517349243164,REM,4,SC441
E2,15.909468650817871,41.802345275878906,W,0,SC461
E2,-17.575725555419922,-4.808928966522217,REM,4,SC425
E2,4.741049289703369,21.525671005249023,W,0,SC433
E2,-29.679248809814453,12.219585418701172,N1,1,SC441
E2,9.780975341796875,-10.239883422851562,N3,3,SC460
E2,13.256729125976562,29.490882873535156,W,0,SC433
E2,14.738838195800781,37.99347686767578,W,0,SC461
E2,-19.358692169189453,3.038893938064575,W,0,SC425
E2,16.713760375976562,-4.005077838897705,REM,4,SC461
E2,-34.983829498291016,8.671159744262695,REM,4,SC441
E2,-25.705707550048828,3.5025744438171387,REM,4,SC433
E2,4.109945774078369,18.554241180419922,W,0,SC441
E2,-5.789466857910156,23.705801010131836,N1,1,SC425
E2,-4.8884148597717285,-12.75675106048584,REM,4,SC460
E2,-0.2482278048992157,-13.673105239868164,N2,2,SC441
E2,-11.080038070678711,14.1708984375,REM,4,SC433
E2,-29.704559326171875,7.669797420501709,REM,4,SC400
E2,-33.24470901489258,15.235637664794922,REM,4,SC451
E2,-6.219064235687256,25.197214126586914,N1,1,SC451
E2,15.312237739562988,39.54063415527344,W,0,SC461
E2,-1.0022788047790527,-4.022816181182861,N2,2,SC441
E2,-37.39034652709961,-2.410831928253174,N1,1,SC400
E2,7.232509613037109,28.318830490112305,W,0,SC460
E2,-19.46298599243164,9.181365013122559,N1,1,SC425
E2,23.962766647338867,-21.512451171875,N3,3,SC425
E2,-35.519508361816406,6.089932918548584,REM,4,SC400
E2,-25.668916702270508,12.769285202026367,REM,4,SC451
E2,-11.232810020446777,-1.1891406774520874,REM,4,SC461
E2,21.704843521118164,-23.9396915435791,N3,3,SC425
E2,34.39612579345703,-20.41213607788086,N3,3,SC441
E2,-5.016539573669434,22.079944610595703,N1,1,SC425
E2,16.838438034057617,38.73340606689453,W,0,SC461
E2,-36.321102142333984,5.3274993896484375,W,0,SC460
E2,26.98821258544922,-12.81517505645752,N3,3,SC441
E2,12.92630386352539,35.10968780517578,W,0,SC433
E2,3.2616701126098633,8.346026420593262,N1,1,SC441
E2,39.46628952026367,-20.751386642456055,N3,3,SC400
E2,36.48820495605469,-19.00282859802246,N3,3,SC400
E2,-11.356950759887695,21.235971450805664,N1,1,SC425
E2,1.122509479522705,20.21438217163086,W,0,SC460
E2,2.047691822052002,-20.272085189819336,N2,2,SC400
E2,-6.588519096374512,21.330406188964844,N1,1,SC451
E2,-12.547982215881348,11.692618370056152,N1,1,SC451
E2,-27.063377380371094,-12.484288215637207,N2,2,SC460
E2,-17.83344078063965,3.622231960296631,W,0,SC425
E2,29.928335189819336,-6.734193801879883,N3,3,SC461
E2,-26.373661041259766,-0.30141162872314453,N1,1,SC428
E2,18.963829040527344,-8.973451614379883,N1,1,SC460
E2,17.484235763549805,26.061044692993164,W,0,SC400
E2,-10.26710319519043,-12.812600135803223,N2,2,SC425
E2,38.55888748168945,-18.81608009338379,N3,3,SC428
E2,-12.966190338134766,20.0548038482666,N1,1,SC428
E2,40.882808685302734,-17.57189178466797,N3,3,SC441
E2,6.721806526184082,-21.954532623291016,N2,2,SC400
E2,-36.1622200012207,9.639984130859375,REM,4,SC425
E2,19.45905876159668,-27.30326271057129,N3,3,SC428
E2,30.856542587280273,-14.593994140625,N3,3,SC460
E2,-3.2066452503204346,21.0949649810791,W,0,SC451
E2,8.985002517700195,26.828102111816406,W,0,SC451
E2,-13.344535827636719,13.066033363342285,N1,1,SC428
E2,22.05056381225586,-25.671344757080078,N2,2,SC441
E2,29.22886848449707,-9.746161460876465,N2,2,SC461
E2,14.493511199951172,-26.10439682006836,N3,3,SC425
E2,12.246408462524414,-18.273466110229492,N2,2,SC400
E2,-8.629464149475098,6.185158729553223,N1,1,SC460
E2,15.655344009399414,38.24087142944336,W,0,SC451
E2,5.0928263664245605,-20.775583267211914,N2,2,SC400
E2,-1.7336949110031128,-6.450007915496826,N2,2,SC461
E2,33.12446975708008,-17.375255584716797,N3,3,SC428
E2,-10.28537368774414,0.772558867931366,REM,4,SC400
E2,-28.289344787597656,8.611783981323242,REM,4,SC400
E2,-18.847318649291992,0.06289476156234741,REM,4,SC425
E2,42.38648986816406,-19.083755493164062,N3,3,SC400
E2,-25.49643325805664,-11.548637390136719,REM,4,SC460
E2,-6.474382400512695,11.803177833557129,N1,1,SC441
E2,1.46959388256073,-23.195405960083008,N2,2,SC400
E2,-2.6171164512634277,19.917652130126953,W,0,SC451
E2,-7.579401016235352,-23.84937858581543,N2,2,SC433
E2,-5.738426208496094,25.07160758972168,W,0,SC451
E2,2.5253214836120605,-22.096773147583008,N2,2,SC400
E2,9.147149085998535,-22.821359634399414,N2,2,SC428
E2,12.317037582397461,-11.571993827819824,N3,3,SC441
E2,-27.405736923217773,-12.303165435791016,N2,2,SC441
E2,-30.844100952148438,-2.9852685928344727,N2,2,SC451
E2,-12.309412956237793,18.076644897460938,N1,1,SC428
E2,-1.5372799634933472,-22.830604553222656,N2,2,SC400
E2,-37.884220123291016,9.886140823364258,REM,4,SC425
E2,-1.6766209602355957,19.867164611816406,W,0,SC451
E2,8.164164543151855,0.9169297814369202,REM,4,SC461
E2,2.145199775695801,-10.300503730773926,N2,2,SC461
E2,15.000951766967773,38.7022705078125,W,0,SC461
E2,-9.062674522399902,22.28364372253418,W,0,SC428
E2,-11.807747840881348,19.307809829711914,N1,1,SC428
E2,8.294721603393555,-7.465604305267334,N1,1,SC441
E2,-9.595963478088379,-15.97918701171875,N1,1,SC433
E2,-0.4254216253757477,21.184938430786133,W,0,SC451
E2,12.948321342468262,35.99169158935547,W,0,SC425
E2,1.6661992073059082,-15.889313697814941,N2,2,SC460
E2,-18.968711853027344,-10.387182235717773,N2,2,SC433
E2,25.77240753173828,-7.251728057861328,REM,4,SC461
E2,7.124292850494385,-24.028284072875977,N2,2,SC425
E2,-10.169530868530273,5.962645530700684,N1,1,SC433
E2,-35.123592376708984,-0.2850450873374939,REM,4,SC425
E2,9.617289543151855,-13.94539737701416,N2,2,SC451
E2,-11.656210899353027,11.4663667678833,N1,1,SC428
E2,14.650117874145508,24.598224639892578,W,0,SC441
E2,15.609994888305664,-7.733021259307861,N2,2,SC461
E2,-8.234819412231445,15.347257614135742,N1,1,SC428
E2,-11.455876350402832,-19.2603816986084,N1,1,SC433
E2,13.221521377563477,-19.916656494140625,N3,3,SC425
E2,4.403046131134033,3.9182400703430176,N1,1,SC460
E2,-23.639944076538086,7.040048599243164,REM,4,SC460
E2,6.772587776184082,-12.267926216125488,N2,2,SC400
E2,34.4792366027832,-18.880020141601562,N3,3,SC400
E2,21.026872634887695,-17.688966751098633,N3,3,SC400
E2,-1.9221020936965942,16.54837417602539,W,0,SC400
E2,6.864004611968994,8.074363708496094,N1,1,SC441
E2,-15.160200119018555,-1.813196063041687,N1,1,SC451
E2,14.650216102600098,39.75324249267578,W,0,SC400
E2,14.755043029785156,-24.181333541870117,N3,3,SC425
E2,5.492618083953857,7.008077144622803,N1,1,SC441
E2,-0.4088633358478546,3.9584550857543945,N1,1,SC460
E2,-1.0298731327056885,21.43202781677246,W,0,SC451
E2,20.339874267578125,-8.721471786499023,N3,3,SC461
E2,-4.656668663024902,9.418313026428223,N1,1,SC461
E2,-6.90656852722168,9.635296821594238,W,0,SC400
E2,24.38111686706543,-21.3382568359375,N3,3,SC441
E2,12.645587921142578,-24.78995704650879,N2,2,SC428
E2,20.972721099853516,-5.328509330749512,REM,4,SC461
E2,14.683795928955078,26.738418579101562,W,0,SC441
E2,29.54589080810547,-8.495084762573242,N3,3,SC461
E2,-6.226827621459961,19.472246170043945,N1,1,SC433
E2,17.161069869995117,41.520084381103516,W,0,SC461
E2,-15.121964454650879,0.7131913900375366,REM,4,SC441
E2,-14.144640922546387,-14.484426498413086,N1,1,SC433
E2,11.014863967895508,30.472959518432617,W,0,SC433
E2,11.232841491699219,22.899944305419922,W,0,SC460
E2,12.848138809204102,-18.273136138916016,N3,3,SC425
E2,-2.87985897064209,2.273592233657837,N1,1,SC451
E2,3.3986124992370605,-16.828428268432617,N2,2,SC460
E2,-1.6058202981948853,23.446502685546875,W,0,SC425
E2,9.711091995239258,-22.69814682006836,N3,3,SC425
E2,6.943962097167969,10.46876335144043,W,0,SC400
E2,3.1379761695861816,15.094655990600586,N1,1,SC441
E2,-34.990478515625,13.00740909576416,REM,4,SC451
E2,11.660310745239258,30.726938247680664,W,0,SC433
E2,-38.159305572509766,9.170462608337402,REM,4,SC433
E2,-37.711883544921875,-1.5475022792816162,REM,4,SC461
E2,-4.0008039474487305,-0.7982780933380127,N2,2,SC460
E2,7.973149299621582,-22.610692977905273,N2,2,SC425
E2,-5.168766498565674,-7.469038963317871,N2,2,SC428
E2,-43.22831344604492,4.730889797210693,N1,1,SC460
E2,3.5755457878112793,17.68781280517578,W,0,SC460
E2,5.474283695220947,-1.0278197526931763,N1,1,SC441
E2,21.831302642822266,-18.095901489257812,N3,3,SC400
E2,-15.20646858215332,11.522997856140137,REM,4,SC451
E2,-29.755884170532227,-2.097288131713867,N1,1,SC400
E2,16.70953941345215,37.83857727050781,W,0,SC400
E2,-9.122322082519531,-2.9062790870666504,N2,2,SC461
E2,-19.91932487487793,8.224922180175781,REM,4,SC425
E2,-10.005780220031738,-7.717600345611572,N2,2,SC433
E2,18.61355972290039,-26.854841232299805,N2,2,SC425
E2,9.259991645812988,19.13735580444336,W,0,SC441
E2,-36.95131301879883,5.7208251953125,REM,4,SC461
E2,-11.778106689453125,17.097688674926758,N1,1,SC428
E2,-8.361838340759277,-21.614456176757812,N2,2,SC425
E2,-2.3369624614715576,-24.543045043945312,N2,2,SC400
E2,-12.410696029663086,6.978573322296143,N1,1,SC400
E2,-26.477035522460938,7.945158004760742,REM,4,SC400
E2,23.60236167907715,-20.232057571411133,N3,3,SC460
E2,-11.469104766845703,-2.2519609928131104,W,0,SC461
E2,-5.2603960037231445,-0.5972157716751099,N1,1,SC460
E2,14.895811080932617,-3.501603603363037,REM,4,SC461
E2,43.62056350708008,-18.73789405822754,N3,3,SC400
E2,-37.21290969848633,9.01349925994873,REM,4,SC460
E2,27.583322525024414,-4.3184638023376465,N1,1,SC461
E2,8.42631721496582,29.342586517333984,W,0,SC425
E2,-31.69561195373535,-5.9720354080200195,REM,4,SC428
E2,-36.63135528564453,2.9942429065704346,REM,4,SC400
E2,-0.6588223576545715,-3.8273534774780273,N1,1,SC461
E2,-7.810302734375,16.799299240112305,N1,1,SC425
E2,39.996524810791016,-18.27131462097168,N3,3,SC428
E2,-11.382381439208984,-0.7130047082901001,N1,1,SC461
E2,-33.86725616455078,8.529052734375,W,0,SC461
E2,25.06295394897461,-5.772281646728516,N1,1,SC461
E2,24.594409942626953,-20.506261825561523,N3,3,SC425
E2,15.310325622558594,32.127662658691406,W,0,SC433
E2,7.404654026031494,9.362585067749023,N1,1,SC461
E2,12.104915618896484,-3.195142984390259,N1,1,SC451
E2,26.42882537841797,-7.357043743133545,REM,4,SC461
E2,10.27253532409668,17.340587615966797,W,0,SC441
E2,21.78437042236328,-8.169550895690918,N3,3,SC461
E2,-30.249622344970703,13.449789047241211,N2,2,SC461
E2,14.437407493591309,35.9156379699707,W,0,SC451
E2,-39.00599670410156,11.739261627197266,REM,4,SC425
E2,26.512258529663086,-21.5063533782959,N3,3,SC441
E2,29.072145462036133,-14.02841854095459,N3,3,SC441
E2,27.604490280151367,-21.59018898010254,N3,3,SC400
E2,21.709413528442383,-21.80030059814453,N3,3,SC425
E2,7.401766300201416,-1.9818397760391235,N1,1,SC441
E2,-28.90833282470703,7.152115821838379,W,0,SC441
E2,17.293621063232422,33.496826171875,W,0,SC433
E2,-5.037039756774902,24.888174057006836,N1,1,SC451
E2,-19.84499168395996,3.6849679946899414,N1,1,SC428
E2,32.553123474121094,-8.570672035217285,N3,3,SC461
E2,-25.726787567138672,3.5468482971191406,REM,4,SC425
E2,28.742128372192383,-24.382766723632812,N3,3,SC441
E2,-37.27799987792969,8.21535587310791,REM,4,SC428
E2,-23.475629806518555,9.236172676086426,REM,4,SC433
E2,15.135979652404785,40.91877365112305,W,0,SC461
E2,23.78557777404785,-13.256490707397461,N3,3,SC461
E2,16.4868221282959,23.63856315612793,W,0,SC425
E2,-32.09521484375,14.875752449035645,REM,4,SC451
E2,20.105989456176758,-6.802396774291992,N2,2,SC461
E2,-4.276374816894531,23.62200355529785,N1,1,SC451
E2,10.008212089538574,-15.099309921264648,N2,2,SC460
E2,23.092130661010742,-18.91815185546875,N3,3,SC460
E2,10.956072807312012,-8.914433479309082,N2,2,SC451
E2,27.931873321533203,-7.45377779006958,REM,4,SC461
E2,-11.111262321472168,-8.086926460266113,N2,2,SC451
E2,-27.01634979248047,11.176586151123047,REM,4,SC425
E2,-33.57554626464844,14.118611335754395,REM,4,SC400
E2,21.097515106201172,-22.453407287597656,N3,3,SC425
E2,-9.352428436279297,17.48239517211914,W,0,SC451
E2,-3.9847450256347656,-23.785472869873047,N2,2,SC428
E2,16.346010208129883,28.870864868164062,W,0,SC400
E2,19.209653854370117,30.512676239013672,W,0,SC428
E2,36.83684158325195,-17.174842834472656,N3,3,SC428
E2,-38.59699630737305,-3.0939316749572754,N1,1,SC425
E2,16.796552658081055,29.797504425048828,W,0,SC428
E2,-4.758588790893555,4.577780723571777,N1,1,SC441
E2,-14.195448875427246,-15.42441177368164,N1,1,SC425
E2,-6.537325382232666,16.26122283935547,W,0,SC433
E2,-8.149370193481445,-20.384986877441406,N2,2,SC425
E2,-40.14805221557617,4.771603584289551,REM,4,SC400
E2,-25.43974494934082,11.339540481567383,REM,4,SC441
E2,24.61534881591797,-3.4776341915130615,N3,3,SC428
E2,-37.99235153198242,12.082704544067383,REM,4,SC433
E2,5.083254814147949,8.745805740356445,W,0,SC425
E2,-19.936067581176758,-11.33028507232666,N2,2,SC425
E2,6.4607439041137695,27.9608211517334,W,0,SC433
E2,-44.133758544921875,2.496307373046875,REM,4,SC428
E2,-25.70697593688965,14.068839073181152,REM,4,SC451
E2,-7.157649993896484,8.398736000061035,W,0,SC460
E2,-34.9564323425293,2.340785503387451,REM,4,SC400
E2,19.655569076538086,-10.228015899658203,N3,3,SC461
E2,9.268481254577637,-7.1284098625183105,N2,2,SC441
E2,-1.4229626655578613,-11.311881065368652,N1,1,SC441
E2,-42.627567291259766,3.1359238624572754,REM,4,SC433
E2,-7.4287333488464355,-20.852703094482422,N2,2,SC433
E2,6.582451343536377,18.0432186126709,W,0,SC441
E2,17.532779693603516,-1.967970848083496,REM,4,SC461
E2,27.58222770690918,-11.162260055541992,N3,3,SC441
E2,40.10733413696289,-18.913677215576172,N3,3,SC428
E2,-10.753410339355469,8.020665168762207,N1,1,SC451
E2,-36.02251052856445,11.41421890258789,REM,4,SC433
E2,-10.569788932800293,9.597363471984863,REM,4,SC441
E2,27.767812728881836,-8.913023948669434,N2,2,SC461
E2,17.071029663085938,-9.339544296264648,N2,2,SC460
E2,18.564302444458008,-25.739376068115234,N3,3,SC425
E2,-6.735752582550049,25.708986282348633,N1,1,SC451
E2,19.58014488220215,29.156654357910156,W,0,SC428
E2,-40.48633575439453,3.651010751724243,REM,4,SC400
E2,15.642352104187012,39.86068344116211,W,0,SC461
E2,-9.111716270446777,-6.062213897705078,N1,1,SC433
E2,22.767454147338867,-13.753969192504883,N2,2,SC428
E2,3.775721549987793,19.614381790161133,W,0,SC460
E2,40.085567474365234,-20.508474349975586,N3,3,SC400
E2,-27.30852699279785,8.836987495422363,REM,4,SC441
E2,20.646682739257812,-27.035465240478516,N3,3,SC425
E2,28.11322784423828,-8.06849193572998,N1,1,SC461
E2,-13.060256004333496,7.961441993713379,REM,4,SC451
E2,13.660051345825195,-21.33846092224121,N3,3,SC425
E2,-36.86804962158203,4.395569324493408,REM,4,SC441
E2,7.451405048370361,-0.6586873531341553,W,0,SC460
E2,27.792743682861328,-23.589584350585938,N3,3,SC400
E2,20.778610229492188,-25.592588424682617,N3,3,SC460
E2,-1.4009625911712646,-16.77362060546875,N2,2,SC460
E2,-32.19040298461914,-3.746958017349243,N1,1,SC400
E2,40.92156219482422,-18.2481746673584,N3,3,SC428
E2,-3.0267038345336914,-15.359712600708008,N2,2,SC460
E2,10.386284828186035,17.219310760498047,W,0,SC441
E2,-3.4435458183288574,-1.5213922262191772,N1,1,SC441
E2,-5.608740329742432,25.949119567871094,N1,1,SC451
E2,-19.452682495117188,1.9313122034072876,N1,1,SC425
E2,22.953535079956055,-12.451594352722168,N3,3,SC428
E2,-6.686556816101074,-16.02136993408203,N2,2,SC428
E2,20.530521392822266,-11.974815368652344,N3,3,SC460
E2,-5.765360355377197,-8.221943855285645,N2,2,SC451
E2,19.331748962402344,-25.97492027282715,N3,3,SC425
E2,16.083755493164062,-5.300748825073242,N1,1,SC460
E2,12.524456024169922,-1.9385117292404175,N1,1,SC451
E2,9.381830215454102,24.28435516357422,W,0,SC460
E2,-0.17293965816497803,5.592502117156982,N2,2,SC460
E2,39.13628387451172,-17.970645904541016,N3,3,SC428
E2,11.675232887268066,-17.754852294921875,N2,2,SC400
E2,18.530059814453125,-5.070719242095947,N3,3,SC461
E2,7.000147342681885,16.591243743896484,W,0,SC400
E2,-8.744795799255371,-21.125303268432617,N1,1,SC433
E2,-5.285727024078369,-11.231321334838867,N1,1,SC441
E2,12.009035110473633,-7.705015182495117,N2,2,SC441
E2,19.117170333862305,-11.30172061920166,N1,1,SC451
E2,24.509780883789062,-17.28125,N3,3,SC441
E2,-12.022500991821289,20.620391845703125,W,0,SC428
E2,-37.23366165161133,2.6898813247680664,REM,4,SC433
E2,-19.9771785736084,0.9097511768341064,REM,4,SC428
E2,17.03660774230957,43.2363166809082,W,0,SC461
E2,-5.54049825668335,-17.255107879638672,N2,2,SC441
E2,-15.555084228515625,1.2833231687545776,N1,1,SC441
E2,29.02838134765625,-11.98074722290039,N3,3,SC460
E2,-34.999122619628906,-1.6142897605895996,N1,1,SC400
E2,-35.675662994384766,4.389040470123291,REM,4,SC400
E2,-36.75437927246094,0.5085436105728149,REM,4,SC441
E2,-2.7865898609161377,-4.909860610961914,N1,1,SC461
E2,2.830000400543213,19.582658767700195,W,0,SC461
E2,-2.766319751739502,-11.605254173278809,N1,1,SC451
E2,-3.167243480682373,-0.19749289751052856,N1,1,SC461
E2,-34.06814956665039,10.026495933532715,N2,2,SC428
E2,-5.50082540512085,-7.57465934753418,N1,1,SC451
E2,29.463781356811523,-6.159575462341309,N3,3,SC461
E2,10.543792724609375,29.45075035095215,W,0,SC425
E2,-19.893587112426758,10.177504539489746,N1,1,SC451
E2,26.613483428955078,-25.548973083496094,N3,3,SC425
E2,-24.766254425048828,7.45554256439209,REM,4,SC441
E2,-38.65127944946289,1.3016659021377563,REM,4,SC428
E2,13.756564140319824,25.886381149291992,W,0,SC433
E2,19.029573440551758,29.250900268554688,W,0,SC428
E2,4.9592413902282715,-18.072437286376953,N2,2,SC461
E2,16.665685653686523,40.9005012512207,W,0,SC461
E2,20.626317977905273,-24.354351043701172,N3,3,SC400
E2,-35.718814849853516,0.8865516781806946,REM,4,SC428
E2,31.212127685546875,-18.78004264831543,N3,3,SC441
E2,-7.611626148223877,-5.4488348960876465,N1,1,SC461
E2,-3.988013505935669,25.355846405029297,W,0,SC460
E2,-12.931289672851562,-12.907222747802734,N2,2,SC451
E2,-4.169844150543213,-21.748207092285156,N2,2,SC433
E2,-25.358884811401367,-12.019265174865723,REM,4,SC460
E2,27.216564178466797,-9.457789421081543,N3,3,SC461
E2,-40.7282600402832,2.1108787059783936,REM,4,SC433
E2,-30.42630386352539,-2.076972484588623,REM,4,SC428
E2,-6.282001495361328,-12.19886589050293,N1,1,SC433
E2,-38.1022834777832,5.223085403442383,REM,4,SC460
E2,32.69343566894531,-6.248149394989014,N3,3,SC428
E2,-6.013658046722412,10.001703262329102,W,0,SC400
E2,-3.87760853767395,10.437554359436035,W,0,SC400
E2,-26.02298355102539,10.901984214782715,REM,4,SC425
E2,7.81470251083374,-10.787041664123535,N1,1,SC461
E2,8.457093238830566,-2.3682548999786377,N1,1,SC460
E2,3.601966381072998,3.5283515453338623,REM,4,SC461
E2,38.26507568359375,-16.246095657348633,N3,3,SC461
E2,-19.148847579956055,-7.809500217437744,N1,1,SC425
E2,6.4371466636657715,16.9856014251709,W,0,SC441
E2,-24.681894302368164,3.410486936569214,W,0,SC461
E2,-7.663081169128418,-17.961320877075195,N2,2,SC433
E2,-7.9262495040893555,-1.0851259231567383,N1,1,SC461
E2,16.429367065429688,-10.215368270874023,N3,3,SC460
E2,-33.70869827270508,-3.816253662109375,REM,4,SC428
E2,10.261513710021973,-22.65275001525879,N2,2,SC400
E2,0.9858020544052124,22.4803409576416,W,0,SC451
E2,-11.314824104309082,-9.338235855102539,REM,4,SC460
E2,-29.295257568359375,9.423843383789062,REM,4,SC400
E2,18.287282943725586,-10.732498168945312,N3,3,SC461
E2,12.80721378326416,-23.244508743286133,N3,3,SC425
E2,-21.000940322875977,2.355337619781494,REM,4,SC428
E2,22.32179832458496,-13.22678279876709,N3,3,SC451
E2,-25.793716430664062,13.777482986450195,REM,4,SC451
E2,-13.250765800476074,-14.816225051879883,N1,1,SC425
E2,12.997693061828613,-26.820846557617188,N3,3,SC425
E2,-42.03646469116211,7.268505096435547,N2,2,SC460
E2,-1.6940895318984985,-24.723243713378906,N2,2,SC428
E2,10.481308937072754,-4.570836067199707,N3,3,SC460
E2,15.800426483154297,42.644012451171875,W,0,SC461
E2,-30.212169647216797,12.668645858764648,REM,4,SC441
E2,27.5194034576416,-23.695514678955078,N3,3,SC400
E2,26.215112686157227,-16.595420837402344,N3,3,SC441
E2,-9.510663986206055,17.522308349609375,REM,4,SC451
E2,-18.022783279418945,-1.9955679178237915,REM,4,SC428
E2,-16.66201400756836,3.7746376991271973,N1,1,SC400
E2,17.581867218017578,36.240272521972656,W,0,SC400
E2,21.775402069091797,-9.67648983001709,N3,3,SC460
E2,6.4780659675598145,-23.038000106811523,N2,2,SC428
E2,5.925487995147705,8.07094669342041,N1,1,SC461
E2,14.013677597045898,-13.273370742797852,N3,3,SC441
E2,28.0958194732666,-9.620000839233398,N2,2,SC461
E2,-33.459747314453125,-0.09607800841331482,REM,4,SC425
E2,32.212764739990234,-23.26430320739746,N3,3,SC400
E2,-34.2483024597168,14.5510835647583,REM,4,SC451
E2,12.353013038635254,33.7263298034668,W,0,SC425
E2,-24.19750213623047,0.6068750023841858,REM,4,SC451
E2,6.859307765960693,8.801600456237793,N1,1,SC461
E2,13.121275901794434,27.657821655273438,W,0,SC460
E2,-20.557588577270508,7.684620380401611,N1,1,SC428
